sheet,experiment,plant_no,plant_height_cm,shoot_length_cm,root_length_cm,head_diameter_cm,stem_diameter_cm,total_weight_g,shoot_weight_g,root_weight_g,no_of_leaves,replicate,date,tme,ph,ec,tds,water_temp,date_1,tme_1,rh%,air_temp,co2,100000_replicate_1_t1_ph,100000_replicate_1_t1_ec,100000_replicate_1_t1_tds,100000_replicate_1_t1_water_temp,100000_replicate_2_t1_ph,100000_replicate_2_t1_ec,100000_replicate_2_t1_tds,100000_replicate_2_t1_water_temp,100000_replicate_3_t1_ph,100000_replicate_3_t1_ec,100000_replicate_3_t1_tds,100000_replicate_3_t1_water_temp,100000_replicate_1_t2_ph,100000_replicate_1_t2_ec,100000_replicate_1_t2_tds,100000_replicate_1_t2_water_temp,100000_replicate_2_t2_ph,100000_replicate_2_t2_ec,100000_replicate_2_t2_tds,100000_replicate_2_t2_water_temp,100000_replicate_3_t2_ph,100000_replicate_3_t2_ec,100000_replicate_3_t2_tds,100000_replicate_3_t2_water_temp,100000_air_air_parameters,100000_air_temp_col_26,100000_rh%_col_27,100000_rh%_col_28,140000_replicate_1_t1_ph,140000_replicate_1_t1_ec,140000_replicate_1_t1_tds,140000_replicate_1_t1_water_temp,140000_replicate_2_t1_ph,140000_replicate_2_t1_ec,140000_replicate_2_t1_tds,140000_replicate_2_t1_water_temp,140000_replicate_3_t1_ph,140000_replicate_3_t1_ec,140000_replicate_3_t1_tds,140000_replicate_3_t1_water_temp,140000_replicate_1_t2_ph,140000_replicate_1_t2_ec,140000_replicate_1_t2_tds,140000_replicate_1_t2_water_temp,140000_replicate_2_t2_ph,140000_replicate_2_t2_ec,140000_replicate_2_t2_tds,140000_replicate_2_t2_water_temp,140000_replicate_3_t2_ph,140000_replicate_3_t2_ec,140000_replicate_3_t2_tds,140000_replicate_3_t2_water_temp,140000_air_air_parameters,140000_air_temp_col_54,140000_rh%_col_55,replicate_1_t1,replicate_2_t1,replicate_3_t1,replicate_1_t2,replicate_2_t2,replicate_3_t2,system,hd_cm,shoot_weight_before_removing_wilted_leaves_g,shoot_weight_after_removing_wilted_leaves_g,noof_leaves
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,01:00:00,58.39,25.44,429.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,02:00:00,59.75,24.75,439.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,03:00:00,60.58,24.76,462.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,04:00:00,59.97,25.98,482.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,05:00:00,57.9,27.33,470.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,06:00:00,56.42,26.85,457.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,07:00:00,55.82,27.18,451.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,08:00:00,55.5,26.79,443.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,09:00:00,56.34,25.19,434.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,10:00:00,56.6,25.95,432.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,11:00:00,55.84,27.02,431.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,12:00:00,54.84,27.53,428.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,13:00:00,54.12,27.63,428.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,14:00:00,54.37,27.14,426.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,15:00:00,54.97,26.06,422.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,16:00:00,56.47,24.64,420.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,17:00:00,56.68,25.96,423.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,18:00:00,56.47,26.66,428.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,19:00:00,57.17,26.63,430.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,20:00:00,58.98,24.9,432.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,21:00:00,60.16,24.0,430.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,22:00:00,61.16,23.41,438.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-27,23:00:00,62.16,23.13,438.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,00:00:00,62.76,22.49,442.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,01:00:00,63.57,22.1,447.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,02:00:00,64.22,21.7,452.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,03:00:00,64.78,21.48,456.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,04:00:00,65.46,21.13,463.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,05:00:00,65.78,20.82,469.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,06:00:00,66.22,21.69,473.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,07:00:00,65.8,24.43,471.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,08:00:00,63.44,26.62,465.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,09:00:00,61.6,26.79,457.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,10:00:00,61.0,27.06,454.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,11:00:00,60.62,26.85,472.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,12:00:00,58.56,26.4,450.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,13:00:00,56.45,26.27,440.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,14:00:00,56.82,24.99,437.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,15:00:00,57.4,25.01,436.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,16:00:00,58.35,24.86,435.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,17:00:00,58.45,25.03,436.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,18:00:00,60.05,21.46,429.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,19:00:00,60.81,21.72,434.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,20:00:00,60.66,23.13,434.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,21:00:00,60.27,22.88,433.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,22:00:00,60.27,22.28,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-28,23:00:00,60.63,21.64,444.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,00:00:00,61.14,21.1,450.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,01:00:00,61.59,20.71,453.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,02:00:00,62.17,20.27,460.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,03:00:00,62.76,19.68,466.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,04:00:00,63.56,19.05,478.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,05:00:00,64.15,18.78,482.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,06:00:00,64.31,19.49,480.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,07:00:00,63.44,22.36,467.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,08:00:00,62.18,22.96,452.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,09:00:00,62.39,22.33,450.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,10:00:00,61.05,23.78,449.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,11:00:00,59.55,24.64,449.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,12:00:00,58.5,24.68,444.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,13:00:00,57.33,25.53,438.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,14:00:00,56.93,25.35,437.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,15:00:00,57.46,24.22,435.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,16:00:00,58.65,23.66,433.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,17:00:00,59.84,21.85,428.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,18:00:00,60.91,20.66,430.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,19:00:00,62.17,19.88,439.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,20:00:00,62.96,19.23,445.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,21:00:00,63.76,18.58,456.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,22:00:00,64.54,18.25,462.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-29,23:00:00,65.28,17.88,466.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,00:00:00,66.27,17.97,469.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,01:00:00,66.33,18.7,472.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,02:00:00,65.36,19.38,474.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,03:00:00,65.14,19.33,476.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,04:00:00,65.18,19.1,477.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,05:00:00,65.51,18.73,478.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,06:00:00,65.02,19.56,475.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,07:00:00,63.64,21.9,457.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,08:00:00,63.01,22.58,446.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,09:00:00,63.17,22.41,443.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,10:00:00,61.69,23.25,441.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,11:00:00,59.94,23.82,448.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,12:00:00,58.13,24.76,445.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,13:00:00,55.66,27.74,441.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,14:00:00,54.91,27.26,436.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,15:00:00,55.41,26.88,434.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,16:00:00,55.56,27.27,433.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,17:00:00,56.01,27.39,433.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,18:00:00,55.84,27.89,432.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,19:00:00,56.82,26.66,434.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,20:00:00,58.8,24.52,438.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,21:00:00,60.0,23.01,438.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,22:00:00,60.77,22.4,440.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-30,23:00:00,61.86,22.09,442.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,00:00:00,62.55,21.59,446.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-05-31,01:00:00,63.25,21.03,450.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
