experiment,replicate,date,tme,ph,ec,tds,water_temp,date_1,tme_1,rh%,air_temp,co2
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,04:00:00,70.48,24.72,466.56
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,05:00:00,70.83,24.39,458.65
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,06:00:00,70.66,25.17,462.16
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,07:00:00,68.64,24.97,453.69
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,08:00:00,65.86,25.97,444.56
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,09:00:00,60.55,30.22,436.37
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,10:00:00,49.68,40.45,468.82
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,11:00:00,44.58,42.5,504.67
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,12:00:00,42.22,42.95,506.8
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,13:00:00,39.59,44.28,508.63
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,14:00:00,37.73,44.49,493.81
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,15:00:00,37.9,39.96,463.47
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,16:00:00,45.49,28.92,405.65
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,17:00:00,49.13,27.65,414.11
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,18:00:00,51.66,26.87,420.02
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,19:00:00,51.17,31.48,427.93
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,20:00:00,56.72,28.56,437.07
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,21:00:00,59.83,27.68,442.29
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,22:00:00,62.17,26.53,443.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-14,23:00:00,63.97,25.84,447.57
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,00:00:00,64.89,24.51,455.96
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,01:00:00,65.35,24.6,473.05
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,02:00:00,63.57,26.78,471.23
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,03:00:00,63.1,26.71,474.39
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,04:00:00,63.3,26.31,475.0
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,05:00:00,63.91,25.72,475.04
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,06:00:00,64.25,25.98,477.86
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,07:00:00,62.29,28.78,475.72
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,08:00:00,58.72,31.87,466.69
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,09:00:00,58.16,30.31,458.88
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,10:00:00,57.65,30.13,458.67
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,11:00:00,55.45,30.04,456.05
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,12:00:00,52.9,30.25,451.23
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,13:00:00,52.27,31.31,447.76
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,14:00:00,52.56,31.24,443.68
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,15:00:00,53.32,29.92,433.23
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,16:00:00,54.2,29.11,430.75
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,17:00:00,55.66,29.1,426.87
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,18:00:00,58.61,28.13,431.67
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,19:00:00,61.13,25.96,433.67
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,20:00:00,62.76,24.22,435.61
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,21:00:00,63.93,23.14,433.93
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,22:00:00,63.68,25.46,446.69
Experiment 3,Replicate 1 T1,,,,,,,2024-06-15,23:00:00,63.53,26.24,463.39
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,00:00:00,63.75,26.27,474.39
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,01:00:00,64.85,26.15,475.55
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,02:00:00,66.79,25.53,469.88
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,03:00:00,67.07,25.39,473.1
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,04:00:00,67.67,24.96,478.03
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,05:00:00,68.33,24.73,485.14
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,06:00:00,68.57,25.43,493.25
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,07:00:00,68.4,25.1,484.05
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,08:00:00,67.15,24.84,470.36
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,09:00:00,64.23,25.39,462.51
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,10:00:00,60.87,27.47,453.71
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,11:00:00,59.07,27.66,448.38
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,12:00:00,57.34,27.77,444.09
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,13:00:00,56.02,27.32,440.19
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,14:00:00,55.77,27.93,436.9
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,15:00:00,56.77,28.01,435.74
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,16:00:00,58.08,27.28,432.6
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,17:00:00,59.11,26.04,434.83
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,18:00:00,61.37,25.16,432.87
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,19:00:00,62.74,23.58,432.34
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,20:00:00,62.9,25.96,440.95
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,21:00:00,62.93,27.31,445.78
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,22:00:00,63.86,26.58,449.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-16,23:00:00,64.16,25.82,453.21
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,00:00:00,65.52,25.32,455.77
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,01:00:00,66.44,24.82,459.44
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,02:00:00,67.42,24.15,467.09
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,03:00:00,68.03,23.67,476.85
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,04:00:00,68.82,23.17,480.7
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,05:00:00,68.9,22.48,493.03
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,06:00:00,68.62,23.43,501.26
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,07:00:00,66.98,25.98,495.14
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,08:00:00,64.96,25.75,472.1
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,09:00:00,63.26,24.88,457.89
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,10:00:00,61.52,25.28,450.88
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,11:00:00,59.45,25.92,446.31
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,12:00:00,57.55,26.32,444.37
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,13:00:00,56.65,27.45,442.03
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,14:00:00,56.84,27.5,439.5
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,15:00:00,57.67,27.25,437.68
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,16:00:00,58.99,26.75,435.86
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,17:00:00,60.69,25.31,434.2
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,18:00:00,62.08,24.49,437.01
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,19:00:00,63.87,23.81,434.79
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,20:00:00,65.56,23.92,440.27
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,21:00:00,66.44,23.35,443.76
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,22:00:00,66.45,25.32,450.8
Experiment 3,Replicate 1 T1,,,,,,,2024-06-17,23:00:00,66.32,25.45,455.47
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,00:00:00,67.29,25.12,456.8
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,01:00:00,68.14,24.78,458.0
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,02:00:00,69.06,24.54,459.82
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,03:00:00,69.68,24.22,463.11
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,04:00:00,70.27,24.09,466.3
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,05:00:00,70.47,24.39,471.56
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,06:00:00,71.03,24.93,466.29
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,07:00:00,70.3,25.39,468.55
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,08:00:00,68.89,25.57,463.4
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,09:00:00,66.93,25.94,458.46
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,10:00:00,64.8,26.89,454.87
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,11:00:00,62.31,27.82,455.63
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,12:00:00,60.72,28.35,451.15
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,13:00:00,59.78,28.48,448.82
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,14:00:00,59.54,28.11,442.94
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,15:00:00,60.03,27.23,437.62
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,16:00:00,60.61,26.49,437.46
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,17:00:00,62.02,25.65,433.75
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,18:00:00,63.7,23.86,431.41
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,19:00:00,65.29,24.13,438.91
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,20:00:00,66.82,23.2,439.35
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,21:00:00,67.09,24.89,447.26
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,22:00:00,67.13,25.49,451.42
Experiment 3,Replicate 1 T1,,,,,,,2024-06-18,23:00:00,67.84,25.05,456.05
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,00:00:00,68.82,24.55,457.36
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,01:00:00,69.72,24.16,461.04
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,02:00:00,69.84,23.95,470.28
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,03:00:00,70.3,23.59,472.06
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,04:00:00,70.95,23.16,475.31
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,05:00:00,70.59,22.7,485.46
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,06:00:00,70.53,23.65,492.64
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,07:00:00,70.16,25.02,487.8
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,08:00:00,69.76,24.62,468.98
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,09:00:00,67.89,26.12,464.43
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,10:00:00,65.14,27.4,462.45
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,11:00:00,62.83,28.12,459.73
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,12:00:00,61.44,28.91,458.01
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,13:00:00,60.36,29.19,456.54
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,14:00:00,59.81,28.34,451.17
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,15:00:00,60.62,27.27,439.16
Experiment 3,Replicate 1 T1,,,,,,,2024-06-19,16:00:00,61.27,26.23,433.71
